shirakami_fubuki,hololive,UCdn5BQ06XqgXoAxIhbqw5Rg,F,0
tokino_sora,hololive,UCp6993wxpyDPHUpavwDFqgg,F,0
akai_haato,hololive,UC1CfXB_kRs3C-zaeTG3oGyg,F,0
natsuiro_matsuri,hololive,UCQ0UDLQCjY0rmuxCDE38FGg,F,0
minato_aqua,hololive,UC1opHUrw8rvnsadT-iGp7Cg,F,0
oozora_subaru,hololive,UCvzGlP9oQwU--Y0r9id_jnA,F,0
inugami_korone,hololive,UChAnqc_AY5_I3Px5dig3X1Q,F,0
ookami_mio,hololive,UCp-5t9SrOQwXMU7iIjQfARg,F,0
nekomata_okayu,hololive,UCvaTdHTWBGv3MKj3KVqJVCw,F,0
hoshimachi_suisei,hololive,UC5CwaMl1eIgY8h02uZw7u8A,F,0
usada_pekora,hololive,UC1DCedRgGHBdm81E1llLhOQ,F,0
houshou_marine,hololive,UCCzUftO8KOVkV4wQG1vkUvg,F,0
shirogane_noel,hololive,UCdyqAaZDKHXg4Ahi7VENThQ,F,0
tsunomaki_watame,hololive,UCqm3BQLlJfvkTsX_hvm0UmA,F,0
kiryu_coco,hololive,UCS9uQI-jC3DE0L4IpXyvr6w,F,0
amane_kanata,hololive,UCZlDXzGoo7d44bwdNObFacg,F,0
momosuzu_nene,hololive,UCAWSyEs_Io8MtpY3m-zqILA,F,0
shishiro_botan,hololive,UCUKD-uaobj9jiqB-VXt71mA,F,0
tokoyami_towa,hololive,UC1uv2Oq6kNxgATlCiez59hw,F,0
hoshinova_moona,hololive_id,UCP0BspO_AMEe3aQqqpo89Dg,F,1
ayunda_risu,hololive_id,UCOyYb1c43VlX9rc_lT6NKQw,F,1
airani_iofifteen,hololive_id,UCAoy6rzhSf4ydcYjJw3WoVg,F,1
pavolia_reine,hololive_id,UChgTyjG-pdNvxxhdsXfHQ5Q,F,1
kureiji_ollie,hololive_id,UCYz_5n-uDuChHtLo7My1HnQ,F,1
anya_melfissa,hololive_id,UC727SQYUvx5pDDGQpTICNWg,F,1
gawr_gura,hololive_en,UCoSrY_IQQVpmIRZ9Xf-y93g,F,0
takanashi_kiara,hololive_en,UCHsx4Hqa-1ORjQTh9TYDhww,F,1
mori_calliope,hololive_en,UCL_qhgtOy0dy1Agp8vkySQg,F,1
ninomae_inanis,hololive_en,UCMwGHR0BTZuLsmjY_NT5Pwg,F,1
watson_amelia,hololive_en,UCyl1z3jo3XHR1riLFKG5UAg,F,0
inuyama_tamaki,noripro,UC8NZiqKx6fsDT3AVcMiVFyA,M,0
inui_toko,nijisanji,UCXRlIK3Cw_TJIQC5kSJJQMg,F,0
ars_almal,nijisanji,UCdpUojq0KWZCN9bxXnZwz5w,F,0
honma_himawari,nijisanji,UC0g1AE0DOjBYnLhkgoRWN1w,F,0
tsukino_mito,nijisanji,UCD-miitqNY3nyukJ4Fnf4_A,F,0
lize_helesta,nijisanji,UCZ1xuCK1kNmn5RzPYIZop3w,F,0
kobo_kanaeru,hololive_id,UCjLEmnpCNeisMxy134KPwWw,F,1
akemi_nekomachi,aka_virtual,UC61iJVuFVS4YsnPkZe5EmXg,M,0
sakura_miko,hololive,UC-hM6YJuNYVAmUWxeIr9FeA,F,0
shigure_ui,independent,UCt30jJgChL8qeT9VPadidSw,F,0
kuzuha,nijisanji,UCSFCh5NL4qXrAy9u-u2lX3g,M,0
hyakumantenbara_salome,nijisanji,UCgIfLpQvelloDi8I0Ycbwpg,F,0
gibpuri,independent,UCompe4fS2oUss8CGTuhOSxA,F,0
nakiri_ayame,hololive,UCqm3BQLlJfvkTsX_hvm0UmA,F,0
kanae,nijisanji,UCspv01oxUFf_MTSipURRhkA,M,0
vox_akuma,nijisanji_en,UCckdfYDGrjojJM28n5SHYrA,M,0
